관측소코드,관측소명,관측시간,시강수량,비고
9000233,장흥군(봉동리),2020-10-19 14,0,
9000234,보성군(보성강댐),2020-10-19 14,0,
4001430,진안군(도통리),2020-10-19 15,0,
4001440,임실군(용암리),2020-10-19 15,0,
4001450,순창군(시산리),2020-10-19 15,0,
4003420,임실군(섬진강댐),2020-10-19 15,0,
4007450,보성군(복내리),2020-10-19 15,0,
4007470,순천시(주암댐),2020-10-19 15,0,
4007472,화순군(동가리),2020-10-19 15,0,
4007474,화순군(맹리),2020-10-19 15,0,
4009460,순천시(우산리),2020-10-19 15,0,
9000140,화순군(동복댐),2020-10-19 15,0,
9000233,장흥군(봉동리),2020-10-19 15,0,
9000234,보성군(보성강댐),2020-10-19 15,0,
4001430,진안군(도통리),2020-10-19 16,0,
4001440,임실군(용암리),2020-10-19 16,0,
4001450,순창군(시산리),2020-10-19 16,0,
4003420,임실군(섬진강댐),2020-10-19 16,0,
4007450,보성군(복내리),2020-10-19 16,0,
4007470,순천시(주암댐),2020-10-19 16,0,
4007472,화순군(동가리),2020-10-19 16,0,
4007474,화순군(맹리),2020-10-19 16,0,
4009460,순천시(우산리),2020-10-19 16,0,
9000140,화순군(동복댐),2020-10-19 16,0,
9000233,장흥군(봉동리),2020-10-19 16,0,
9000234,보성군(보성강댐),2020-10-19 16,0,
4001430,진안군(도통리),2020-10-19 17,0,
4001440,임실군(용암리),2020-10-19 17,0,
4001450,순창군(시산리),2020-10-19 17,0,
4003420,임실군(섬진강댐),2020-10-19 17,0,
4007450,보성군(복내리),2020-10-19 17,0,
4007470,순천시(주암댐),2020-10-19 17,0,
4007472,화순군(동가리),2020-10-19 17,0,
4007474,화순군(맹리),2020-10-19 17,0,
4009460,순천시(우산리),2020-10-19 17,0,
9000140,화순군(동복댐),2020-10-19 17,0,
9000233,장흥군(봉동리),2020-10-19 17,0,
9000234,보성군(보성강댐),2020-10-19 17,0,
4001430,진안군(도통리),2020-10-19 18,0,
4001440,임실군(용암리),2020-10-19 18,0,
4001450,순창군(시산리),2020-10-19 18,0,
4003420,임실군(섬진강댐),2020-10-19 18,0,
4007450,보성군(복내리),2020-10-19 18,0,
4007470,순천시(주암댐),2020-10-19 18,0,
4007472,화순군(동가리),2020-10-19 18,0,
4007474,화순군(맹리),2020-10-19 18,0,
4009460,순천시(우산리),2020-10-19 18,0,
9000140,화순군(동복댐),2020-10-19 18,0,
9000233,장흥군(봉동리),2020-10-19 18,0,
9000234,보성군(보성강댐),2020-10-19 18,0,
4001430,진안군(도통리),2020-10-19 19,0,
4001440,임실군(용암리),2020-10-19 19,0,
4001450,순창군(시산리),2020-10-19 19,0,
4003420,임실군(섬진강댐),2020-10-19 19,0,
4007450,보성군(복내리),2020-10-19 19,0,
4007470,순천시(주암댐),2020-10-19 19,0,
4007472,화순군(동가리),2020-10-19 19,0,
4007474,화순군(맹리),2020-10-19 19,0,
4009460,순천시(우산리),2020-10-19 19,0,
9000140,화순군(동복댐),2020-10-19 19,0,
9000233,장흥군(봉동리),2020-10-19 19,0,
9000234,보성군(보성강댐),2020-10-19 19,0,
4001430,진안군(도통리),2020-10-19 20,0,
4001440,임실군(용암리),2020-10-19 20,0,
4001450,순창군(시산리),2020-10-19 20,0,
4003420,임실군(섬진강댐),2020-10-19 20,0,
4007450,보성군(복내리),2020-10-19 20,0,
4007470,순천시(주암댐),2020-10-19 20,0,
4007472,화순군(동가리),2020-10-19 20,0,
4007474,화순군(맹리),2020-10-19 20,0,
4009460,순천시(우산리),2020-10-19 20,0,
9000140,화순군(동복댐),2020-10-19 20,0,
9000233,장흥군(봉동리),2020-10-19 20,0,
9000234,보성군(보성강댐),2020-10-19 20,0,
4001430,진안군(도통리),2020-10-19 21,0,
4001440,임실군(용암리),2020-10-19 21,0,
4001450,순창군(시산리),2020-10-19 21,0,
4003420,임실군(섬진강댐),2020-10-19 21,0,
4007450,보성군(복내리),2020-10-19 21,0,
4007470,순천시(주암댐),2020-10-19 21,0,
4007472,화순군(동가리),2020-10-19 21,0,
4007474,화순군(맹리),2020-10-19 21,0,
4009460,순천시(우산리),2020-10-19 21,0,
9000140,화순군(동복댐),2020-10-19 21,0,
9000233,장흥군(봉동리),2020-10-19 21,0,
9000234,보성군(보성강댐),2020-10-19 21,0,
4001430,진안군(도통리),2020-10-19 22,0,
4001440,임실군(용암리),2020-10-19 22,0,
4001450,순창군(시산리),2020-10-19 22,0,
4003420,임실군(섬진강댐),2020-10-19 22,0,
4007450,보성군(복내리),2020-10-19 22,0,
4007470,순천시(주암댐),2020-10-19 22,0,
4007472,화순군(동가리),2020-10-19 22,0,
4007474,화순군(맹리),2020-10-19 22,0,
4009460,순천시(우산리),2020-10-19 22,0,
9000140,화순군(동복댐),2020-10-19 22,0,
9000233,장흥군(봉동리),2020-10-19 22,0,
9000234,보성군(보성강댐),2020-10-19 22,0,
4001430,진안군(도통리),2020-10-19 23,0,
4001440,임실군(용암리),2020-10-19 23,0,
4001450,순창군(시산리),2020-10-19 23,0,
4003420,임실군(섬진강댐),2020-10-19 23,0,
4007450,보성군(복내리),2020-10-19 23,0,
4007470,순천시(주암댐),2020-10-19 23,0,
4007472,화순군(동가리),2020-10-19 23,0,
4007474,화순군(맹리),2020-10-19 23,0,
4009460,순천시(우산리),2020-10-19 23,0,
9000140,화순군(동복댐),2020-10-19 23,0,
9000233,장흥군(봉동리),2020-10-19 23,0,
9000234,보성군(보성강댐),2020-10-19 23,0,
4001430,진안군(도통리),2020-10-20 00,0,
4001440,임실군(용암리),2020-10-20 00,0,
4001450,순창군(시산리),2020-10-20 00,0,
4003420,임실군(섬진강댐),2020-10-20 00,0,
4007450,보성군(복내리),2020-10-20 00,0,
4007470,순천시(주암댐),2020-10-20 00,0,
4007472,화순군(동가리),2020-10-20 00,0,
4007474,화순군(맹리),2020-10-20 00,0,
4009460,순천시(우산리),2020-10-20 00,0,
9000140,화순군(동복댐),2020-10-20 00,0,
9000233,장흥군(봉동리),2020-10-20 00,0,
9000234,보성군(보성강댐),2020-10-20 00,0,
4001430,진안군(도통리),2020-10-20 01,0,
4001440,임실군(용암리),2020-10-20 01,0,
4001450,순창군(시산리),2020-10-20 01,0,
4003420,임실군(섬진강댐),2020-10-20 01,0,
4007450,보성군(복내리),2020-10-20 01,0,
4007470,순천시(주암댐),2020-10-20 01,0,
4007472,화순군(동가리),2020-10-20 01,0,
4007474,화순군(맹리),2020-10-20 01,0,
4009460,순천시(우산리),2020-10-20 01,0,
9000140,화순군(동복댐),2020-10-20 01,0,
9000233,장흥군(봉동리),2020-10-20 01,0,
9000234,보성군(보성강댐),2020-10-20 01,0,
4001430,진안군(도통리),2020-10-20 02,0,
4001440,임실군(용암리),2020-10-20 02,0,
4001450,순창군(시산리),2020-10-20 02,0,
4003420,임실군(섬진강댐),2020-10-20 02,0,
4007450,보성군(복내리),2020-10-20 02,0,
4007470,순천시(주암댐),2020-10-20 02,0,
4007472,화순군(동가리),2020-10-20 02,0,
4007474,화순군(맹리),2020-10-20 02,0,
4009460,순천시(우산리),2020-10-20 02,0,
9000140,화순군(동복댐),2020-10-20 02,0,
9000233,장흥군(봉동리),2020-10-20 02,0,
9000234,보성군(보성강댐),2020-10-20 02,0,
4001430,진안군(도통리),2020-10-20 03,0,
4001440,임실군(용암리),2020-10-20 03,0,
4001450,순창군(시산리),2020-10-20 03,0,
4003420,임실군(섬진강댐),2020-10-20 03,0,
4007450,보성군(복내리),2020-10-20 03,0,
4007470,순천시(주암댐),2020-10-20 03,0,
4007472,화순군(동가리),2020-10-20 03,0,
4007474,화순군(맹리),2020-10-20 03,0,
4009460,순천시(우산리),2020-10-20 03,0,
9000140,화순군(동복댐),2020-10-20 03,0,
9000233,장흥군(봉동리),2020-10-20 03,0,
9000234,보성군(보성강댐),2020-10-20 03,0,
4001430,진안군(도통리),2020-10-20 04,0,
4001440,임실군(용암리),2020-10-20 04,0,
4001450,순창군(시산리),2020-10-20 04,0,
4003420,임실군(섬진강댐),2020-10-20 04,0,
4007450,보성군(복내리),2020-10-20 04,0,
4007470,순천시(주암댐),2020-10-20 04,0,
4007472,화순군(동가리),2020-10-20 04,0,
4007474,화순군(맹리),2020-10-20 04,0,
4009460,순천시(우산리),2020-10-20 04,0,
9000140,화순군(동복댐),2020-10-20 04,0,
9000233,장흥군(봉동리),2020-10-20 04,0,
9000234,보성군(보성강댐),2020-10-20 04,0,
4001430,진안군(도통리),2020-10-20 05,0,
4001440,임실군(용암리),2020-10-20 05,0,
4001450,순창군(시산리),2020-10-20 05,0,
4003420,임실군(섬진강댐),2020-10-20 05,0,
4007450,보성군(복내리),2020-10-20 05,0,
4007470,순천시(주암댐),2020-10-20 05,0,
4007472,화순군(동가리),2020-10-20 05,0,
4007474,화순군(맹리),2020-10-20 05,0,
4009460,순천시(우산리),2020-10-20 05,0,
9000140,화순군(동복댐),2020-10-20 05,0,
9000233,장흥군(봉동리),2020-10-20 05,0,
9000234,보성군(보성강댐),2020-10-20 05,0,
4001430,진안군(도통리),2020-10-20 06,0,
4001440,임실군(용암리),2020-10-20 06,0,
4001450,순창군(시산리),2020-10-20 06,0,
4003420,임실군(섬진강댐),2020-10-20 06,0,
4007450,보성군(복내리),2020-10-20 06,0,
4007470,순천시(주암댐),2020-10-20 06,0,
4007472,화순군(동가리),2020-10-20 06,0,
4007474,화순군(맹리),2020-10-20 06,0,
4009460,순천시(우산리),2020-10-20 06,0,
9000140,화순군(동복댐),2020-10-20 06,0,
9000233,장흥군(봉동리),2020-10-20 06,0,
9000234,보성군(보성강댐),2020-10-20 06,0,
4001430,진안군(도통리),2020-10-20 07,0,
4001440,임실군(용암리),2020-10-20 07,0,
4001450,순창군(시산리),2020-10-20 07,0,
4003420,임실군(섬진강댐),2020-10-20 07,0,
4007450,보성군(복내리),2020-10-20 07,0,
4007470,순천시(주암댐),2020-10-20 07,0,
4007472,화순군(동가리),2020-10-20 07,0,
4007474,화순군(맹리),2020-10-20 07,0,
4009460,순천시(우산리),2020-10-20 07,0,
9000140,화순군(동복댐),2020-10-20 07,0,
9000233,장흥군(봉동리),2020-10-20 07,0,
9000234,보성군(보성강댐),2020-10-20 07,0,
4001430,진안군(도통리),2020-10-20 08,0,
4001440,임실군(용암리),2020-10-20 08,0,
4001450,순창군(시산리),2020-10-20 08,0,
4003420,임실군(섬진강댐),2020-10-20 08,0,
4007450,보성군(복내리),2020-10-20 08,0,
4007470,순천시(주암댐),2020-10-20 08,0,
4007472,화순군(동가리),2020-10-20 08,0,
4007474,화순군(맹리),2020-10-20 08,0,
4009460,순천시(우산리),2020-10-20 08,0,
9000140,화순군(동복댐),2020-10-20 08,0,
9000233,장흥군(봉동리),2020-10-20 08,0,
9000234,보성군(보성강댐),2020-10-20 08,0,
4001430,진안군(도통리),2020-10-20 09,0,
4001440,임실군(용암리),2020-10-20 09,0,
4001450,순창군(시산리),2020-10-20 09,0,
4003420,임실군(섬진강댐),2020-10-20 09,0,
4007450,보성군(복내리),2020-10-20 09,0,
4007470,순천시(주암댐),2020-10-20 09,0,
4007472,화순군(동가리),2020-10-20 09,0,
4007474,화순군(맹리),2020-10-20 09,0,
4009460,순천시(우산리),2020-10-20 09,0,
9000140,화순군(동복댐),2020-10-20 09,0,
9000233,장흥군(봉동리),2020-10-20 09,0,
9000234,보성군(보성강댐),2020-10-20 09,0,
4001430,진안군(도통리),2020-10-20 10,0,
4001440,임실군(용암리),2020-10-20 10,0,
4001450,순창군(시산리),2020-10-20 10,0,
4003420,임실군(섬진강댐),2020-10-20 10,0,
4007450,보성군(복내리),2020-10-20 10,0,
4007470,순천시(주암댐),2020-10-20 10,0,
4007472,화순군(동가리),2020-10-20 10,0,
4007474,화순군(맹리),2020-10-20 10,0,
4009460,순천시(우산리),2020-10-20 10,0,
9000140,화순군(동복댐),2020-10-20 10,0,
9000233,장흥군(봉동리),2020-10-20 10,0,
9000234,보성군(보성강댐),2020-10-20 10,0,
4001430,진안군(도통리),2020-10-20 11,0,
4001440,임실군(용암리),2020-10-20 11,0,
4001450,순창군(시산리),2020-10-20 11,0,
4003420,임실군(섬진강댐),2020-10-20 11,0,
4007450,보성군(복내리),2020-10-20 11,0,
4007470,순천시(주암댐),2020-10-20 11,0,
4007472,화순군(동가리),2020-10-20 11,0,
4007474,화순군(맹리),2020-10-20 11,0,
4009460,순천시(우산리),2020-10-20 11,0,
9000140,화순군(동복댐),2020-10-20 11,0,
9000233,장흥군(봉동리),2020-10-20 11,0,
9000234,보성군(보성강댐),2020-10-20 11,0,
4001430,진안군(도통리),2020-10-20 12,0,
4001440,임실군(용암리),2020-10-20 12,0,
4001450,순창군(시산리),2020-10-20 12,0,
4003420,임실군(섬진강댐),2020-10-20 12,0,
4007450,보성군(복내리),2020-10-20 12,0,
4007470,순천시(주암댐),2020-10-20 12,0,
4007472,화순군(동가리),2020-10-20 12,0,
4007474,화순군(맹리),2020-10-20 12,0,
4009460,순천시(우산리),2020-10-20 12,0,
9000140,화순군(동복댐),2020-10-20 12,0,
9000233,장흥군(봉동리),2020-10-20 12,0,
9000234,보성군(보성강댐),2020-10-20 12,0,
4001430,진안군(도통리),2020-10-20 13,0,
4001440,임실군(용암리),2020-10-20 13,0,
4001450,순창군(시산리),2020-10-20 13,0,
4003420,임실군(섬진강댐),2020-10-20 13,0,
4007450,보성군(복내리),2020-10-20 13,0,
4007470,순천시(주암댐),2020-10-20 13,0,
4007472,화순군(동가리),2020-10-20 13,0,
4007474,화순군(맹리),2020-10-20 13,0,
4009460,순천시(우산리),2020-10-20 13,0,
9000140,화순군(동복댐),2020-10-20 13,0,
9000233,장흥군(봉동리),2020-10-20 13,0,
9000234,보성군(보성강댐),2020-10-20 13,0,
4001430,진안군(도통리),2020-10-20 14,0,
4001440,임실군(용암리),2020-10-20 14,0,
4001450,순창군(시산리),2020-10-20 14,0,
4003420,임실군(섬진강댐),2020-10-20 14,0,
4007450,보성군(복내리),2020-10-20 14,0,
4007470,순천시(주암댐),2020-10-20 14,0,
4007472,화순군(동가리),2020-10-20 14,0,
4007474,화순군(맹리),2020-10-20 14,0,
4009460,순천시(우산리),2020-10-20 14,0,
9000140,화순군(동복댐),2020-10-20 14,0,
9000233,장흥군(봉동리),2020-10-20 14,0,
9000234,보성군(보성강댐),2020-10-20 14,0,
4001430,진안군(도통리),2020-10-20 15,0,
4001440,임실군(용암리),2020-10-20 15,0,
4001450,순창군(시산리),2020-10-20 15,0,
4003420,임실군(섬진강댐),2020-10-20 15,0,
4007450,보성군(복내리),2020-10-20 15,0,
4007470,순천시(주암댐),2020-10-20 15,0,
4007472,화순군(동가리),2020-10-20 15,0,
4007474,화순군(맹리),2020-10-20 15,0,
4009460,순천시(우산리),2020-10-20 15,0,
9000140,화순군(동복댐),2020-10-20 15,0,
9000233,장흥군(봉동리),2020-10-20 15,0,
9000234,보성군(보성강댐),2020-10-20 15,0,
4001430,진안군(도통리),2020-10-20 16,0,
4001440,임실군(용암리),2020-10-20 16,0,
4001450,순창군(시산리),2020-10-20 16,0,
4003420,임실군(섬진강댐),2020-10-20 16,0,
4007450,보성군(복내리),2020-10-20 16,0,
4007470,순천시(주암댐),2020-10-20 16,0,
4007472,화순군(동가리),2020-10-20 16,0,
4007474,화순군(맹리),2020-10-20 16,0,
4009460,순천시(우산리),2020-10-20 16,0,
9000140,화순군(동복댐),2020-10-20 16,0,
9000233,장흥군(봉동리),2020-10-20 16,0,
9000234,보성군(보성강댐),2020-10-20 16,0,
4001430,진안군(도통리),2020-10-20 17,0,
4001440,임실군(용암리),2020-10-20 17,0,
4001450,순창군(시산리),2020-10-20 17,0,
4003420,임실군(섬진강댐),2020-10-20 17,0,
4007450,보성군(복내리),2020-10-20 17,0,
4007470,순천시(주암댐),2020-10-20 17,0,
4007472,화순군(동가리),2020-10-20 17,0,
4007474,화순군(맹리),2020-10-20 17,0,
4009460,순천시(우산리),2020-10-20 17,0,
9000140,화순군(동복댐),2020-10-20 17,0,
9000233,장흥군(봉동리),2020-10-20 17,0,
9000234,보성군(보성강댐),2020-10-20 17,0,
4001430,진안군(도통리),2020-10-20 18,0,
4001440,임실군(용암리),2020-10-20 18,0,
4001450,순창군(시산리),2020-10-20 18,0,
4003420,임실군(섬진강댐),2020-10-20 18,0,
4007450,보성군(복내리),2020-10-20 18,0,
4007470,순천시(주암댐),2020-10-20 18,0,
4007472,화순군(동가리),2020-10-20 18,0,
4007474,화순군(맹리),2020-10-20 18,0,
4009460,순천시(우산리),2020-10-20 18,0,
9000140,화순군(동복댐),2020-10-20 18,0,
9000233,장흥군(봉동리),2020-10-20 18,0,
9000234,보성군(보성강댐),2020-10-20 18,0,
4001430,진안군(도통리),2020-10-20 19,0,
4001440,임실군(용암리),2020-10-20 19,0,
4001450,순창군(시산리),2020-10-20 19,0,
4003420,임실군(섬진강댐),2020-10-20 19,0,
4007450,보성군(복내리),2020-10-20 19,0,
4007470,순천시(주암댐),2020-10-20 19,0,
4007472,화순군(동가리),2020-10-20 19,0,
4007474,화순군(맹리),2020-10-20 19,0,
4009460,순천시(우산리),2020-10-20 19,0,
9000140,화순군(동복댐),2020-10-20 19,0,
9000233,장흥군(봉동리),2020-10-20 19,0,
9000234,보성군(보성강댐),2020-10-20 19,0,
4001430,진안군(도통리),2020-10-20 20,0,
4001440,임실군(용암리),2020-10-20 20,0,
4001450,순창군(시산리),2020-10-20 20,0,
4003420,임실군(섬진강댐),2020-10-20 20,0,
4007450,보성군(복내리),2020-10-20 20,0,
4007470,순천시(주암댐),2020-10-20 20,0,
4007472,화순군(동가리),2020-10-20 20,0,
4007474,화순군(맹리),2020-10-20 20,0,
4009460,순천시(우산리),2020-10-20 20,0,
9000140,화순군(동복댐),2020-10-20 20,0,
9000233,장흥군(봉동리),2020-10-20 20,0,
9000234,보성군(보성강댐),2020-10-20 20,0,
4001430,진안군(도통리),2020-10-20 21,0,
4001440,임실군(용암리),2020-10-20 21,0,
4001450,순창군(시산리),2020-10-20 21,0,
4003420,임실군(섬진강댐),2020-10-20 21,0,
4007450,보성군(복내리),2020-10-20 21,0,
4007470,순천시(주암댐),2020-10-20 21,0,
4007472,화순군(동가리),2020-10-20 21,0,
4007474,화순군(맹리),2020-10-20 21,0,
4009460,순천시(우산리),2020-10-20 21,0,
9000140,화순군(동복댐),2020-10-20 21,0,
9000233,장흥군(봉동리),2020-10-20 21,0,
9000234,보성군(보성강댐),2020-10-20 21,0,
4001430,진안군(도통리),2020-10-20 22,0,
4001440,임실군(용암리),2020-10-20 22,0,
4001450,순창군(시산리),2020-10-20 22,0,
4003420,임실군(섬진강댐),2020-10-20 22,0,
4007450,보성군(복내리),2020-10-20 22,0,
4007470,순천시(주암댐),2020-10-20 22,0,
4007472,화순군(동가리),2020-10-20 22,0,
4007474,화순군(맹리),2020-10-20 22,0,
4009460,순천시(우산리),2020-10-20 22,0,
9000140,화순군(동복댐),2020-10-20 22,0,
9000233,장흥군(봉동리),2020-10-20 22,0,
9000234,보성군(보성강댐),2020-10-20 22,0,
4001430,진안군(도통리),2020-10-20 23,0,
4001440,임실군(용암리),2020-10-20 23,0,
4001450,순창군(시산리),2020-10-20 23,0,
4003420,임실군(섬진강댐),2020-10-20 23,0,
4007450,보성군(복내리),2020-10-20 23,0,
4007470,순천시(주암댐),2020-10-20 23,0,
4007472,화순군(동가리),2020-10-20 23,0,
4007474,화순군(맹리),2020-10-20 23,0,
4009460,순천시(우산리),2020-10-20 23,0,
9000140,화순군(동복댐),2020-10-20 23,0,
9000233,장흥군(봉동리),2020-10-20 23,0,
9000234,보성군(보성강댐),2020-10-20 23,0,
4001430,진안군(도통리),2020-10-21 00,0,
4001440,임실군(용암리),2020-10-21 00,0,
4001450,순창군(시산리),2020-10-21 00,0,
4003420,임실군(섬진강댐),2020-10-21 00,0,
4007450,보성군(복내리),2020-10-21 00,0,
4007470,순천시(주암댐),2020-10-21 00,0,
4007472,화순군(동가리),2020-10-21 00,0,
4007474,화순군(맹리),2020-10-21 00,0,
4009460,순천시(우산리),2020-10-21 00,0,
9000140,화순군(동복댐),2020-10-21 00,0,
9000233,장흥군(봉동리),2020-10-21 00,0,
9000234,보성군(보성강댐),2020-10-21 00,0,
4001430,진안군(도통리),2020-10-21 01,0,
4001440,임실군(용암리),2020-10-21 01,0,
4001450,순창군(시산리),2020-10-21 01,0,
4003420,임실군(섬진강댐),2020-10-21 01,0,
4007450,보성군(복내리),2020-10-21 01,0,
4007470,순천시(주암댐),2020-10-21 01,0,
4007472,화순군(동가리),2020-10-21 01,0,
4007474,화순군(맹리),2020-10-21 01,0,
4009460,순천시(우산리),2020-10-21 01,0,
9000140,화순군(동복댐),2020-10-21 01,0,
9000233,장흥군(봉동리),2020-10-21 01,0,
9000234,보성군(보성강댐),2020-10-21 01,0,
4001430,진안군(도통리),2020-10-21 02,0,
4001440,임실군(용암리),2020-10-21 02,0,
4001450,순창군(시산리),2020-10-21 02,0,
4003420,임실군(섬진강댐),2020-10-21 02,0,
4007450,보성군(복내리),2020-10-21 02,0,
4007470,순천시(주암댐),2020-10-21 02,0,
4007472,화순군(동가리),2020-10-21 02,0,
4007474,화순군(맹리),2020-10-21 02,0,
4009460,순천시(우산리),2020-10-21 02,0,
9000140,화순군(동복댐),2020-10-21 02,0,
9000233,장흥군(봉동리),2020-10-21 02,0,
9000234,보성군(보성강댐),2020-10-21 02,0,
4001430,진안군(도통리),2020-10-21 03,0,
4001440,임실군(용암리),2020-10-21 03,0,
4001450,순창군(시산리),2020-10-21 03,0,
4003420,임실군(섬진강댐),2020-10-21 03,0,
4007450,보성군(복내리),2020-10-21 03,0,
4007470,순천시(주암댐),2020-10-21 03,0,
4007472,화순군(동가리),2020-10-21 03,0,
4007474,화순군(맹리),2020-10-21 03,0,
4009460,순천시(우산리),2020-10-21 03,0,
9000140,화순군(동복댐),2020-10-21 03,0,
9000233,장흥군(봉동리),2020-10-21 03,0,
9000234,보성군(보성강댐),2020-10-21 03,0,
4001430,진안군(도통리),2020-10-21 04,0,
4001440,임실군(용암리),2020-10-21 04,0,
4001450,순창군(시산리),2020-10-21 04,0,
4003420,임실군(섬진강댐),2020-10-21 04,0,
4007450,보성군(복내리),2020-10-21 04,0,
4007470,순천시(주암댐),2020-10-21 04,0,
4007472,화순군(동가리),2020-10-21 04,0,
4007474,화순군(맹리),2020-10-21 04,0,
4009460,순천시(우산리),2020-10-21 04,0,
9000140,화순군(동복댐),2020-10-21 04,0,
9000233,장흥군(봉동리),2020-10-21 04,0,
9000234,보성군(보성강댐),2020-10-21 04,0,
4001430,진안군(도통리),2020-10-21 05,0,
4001440,임실군(용암리),2020-10-21 05,0,
4001450,순창군(시산리),2020-10-21 05,0,
4003420,임실군(섬진강댐),2020-10-21 05,0,
4007450,보성군(복내리),2020-10-21 05,0,
4007470,순천시(주암댐),2020-10-21 05,0,
4007472,화순군(동가리),2020-10-21 05,0,
4007474,화순군(맹리),2020-10-21 05,0,
4009460,순천시(우산리),2020-10-21 05,0,
9000140,화순군(동복댐),2020-10-21 05,0,
9000233,장흥군(봉동리),2020-10-21 05,0,
9000234,보성군(보성강댐),2020-10-21 05,0,
4001430,진안군(도통리),2020-10-21 06,0,
4001440,임실군(용암리),2020-10-21 06,0,
4001450,순창군(시산리),2020-10-21 06,0,
4003420,임실군(섬진강댐),2020-10-21 06,0,
4007450,보성군(복내리),2020-10-21 06,0,
4007470,순천시(주암댐),2020-10-21 06,0,
4007472,화순군(동가리),2020-10-21 06,0,
4007474,화순군(맹리),2020-10-21 06,0,
4009460,순천시(우산리),2020-10-21 06,0,
9000140,화순군(동복댐),2020-10-21 06,0,
9000233,장흥군(봉동리),2020-10-21 06,0,
9000234,보성군(보성강댐),2020-10-21 06,0,
4001430,진안군(도통리),2020-10-21 07,0,
4001440,임실군(용암리),2020-10-21 07,0,
4001450,순창군(시산리),2020-10-21 07,0,
4003420,임실군(섬진강댐),2020-10-21 07,0,
4007450,보성군(복내리),2020-10-21 07,0,
4007470,순천시(주암댐),2020-10-21 07,0,
4007472,화순군(동가리),2020-10-21 07,0,
4007474,화순군(맹리),2020-10-21 07,0,
4009460,순천시(우산리),2020-10-21 07,0,
9000140,화순군(동복댐),2020-10-21 07,0,
9000233,장흥군(봉동리),2020-10-21 07,0,
9000234,보성군(보성강댐),2020-10-21 07,0,
4001430,진안군(도통리),2020-10-21 08,0,
4001440,임실군(용암리),2020-10-21 08,0,
4001450,순창군(시산리),2020-10-21 08,0,
4003420,임실군(섬진강댐),2020-10-21 08,0,
4007450,보성군(복내리),2020-10-21 08,0,
4007470,순천시(주암댐),2020-10-21 08,0,
4007472,화순군(동가리),2020-10-21 08,0,
4007474,화순군(맹리),2020-10-21 08,0,
4009460,순천시(우산리),2020-10-21 08,0,
9000140,화순군(동복댐),2020-10-21 08,0,
9000233,장흥군(봉동리),2020-10-21 08,0,
9000234,보성군(보성강댐),2020-10-21 08,0,
4001430,진안군(도통리),2020-10-21 09,0,
4001440,임실군(용암리),2020-10-21 09,0,
4001450,순창군(시산리),2020-10-21 09,0,
4003420,임실군(섬진강댐),2020-10-21 09,0,
4007450,보성군(복내리),2020-10-21 09,0,
4007470,순천시(주암댐),2020-10-21 09,0,
4007472,화순군(동가리),2020-10-21 09,0,
4007474,화순군(맹리),2020-10-21 09,0,
4009460,순천시(우산리),2020-10-21 09,0,
9000140,화순군(동복댐),2020-10-21 09,0,
9000233,장흥군(봉동리),2020-10-21 09,0,
9000234,보성군(보성강댐),2020-10-21 09,0,
4001430,진안군(도통리),2020-10-21 10,0,
4001440,임실군(용암리),2020-10-21 10,0,
4001450,순창군(시산리),2020-10-21 10,0,
4003420,임실군(섬진강댐),2020-10-21 10,0,
4007450,보성군(복내리),2020-10-21 10,0,
4007470,순천시(주암댐),2020-10-21 10,0,
4007472,화순군(동가리),2020-10-21 10,0,
4007474,화순군(맹리),2020-10-21 10,0,
4009460,순천시(우산리),2020-10-21 10,0,
9000140,화순군(동복댐),2020-10-21 10,0,
9000233,장흥군(봉동리),2020-10-21 10,0,
9000234,보성군(보성강댐),2020-10-21 10,0,
4001430,진안군(도통리),2020-10-21 11,0,
4001440,임실군(용암리),2020-10-21 11,0,
4001450,순창군(시산리),2020-10-21 11,0,
4003420,임실군(섬진강댐),2020-10-21 11,0,
4007450,보성군(복내리),2020-10-21 11,0,
4007470,순천시(주암댐),2020-10-21 11,0,
4007472,화순군(동가리),2020-10-21 11,0,
4007474,화순군(맹리),2020-10-21 11,0,
4009460,순천시(우산리),2020-10-21 11,0,
9000140,화순군(동복댐),2020-10-21 11,0,
9000233,장흥군(봉동리),2020-10-21 11,0,
9000234,보성군(보성강댐),2020-10-21 11,0,
4001430,진안군(도통리),2020-10-21 12,0,
4001440,임실군(용암리),2020-10-21 12,0,
4001450,순창군(시산리),2020-10-21 12,0,
4003420,임실군(섬진강댐),2020-10-21 12,0,
4007450,보성군(복내리),2020-10-21 12,0,
4007470,순천시(주암댐),2020-10-21 12,0,
4007472,화순군(동가리),2020-10-21 12,0,
4007474,화순군(맹리),2020-10-21 12,0,
4009460,순천시(우산리),2020-10-21 12,0,
9000140,화순군(동복댐),2020-10-21 12,0,
9000233,장흥군(봉동리),2020-10-21 12,0,
9000234,보성군(보성강댐),2020-10-21 12,0,
4001430,진안군(도통리),2020-10-21 13,0,
4001440,임실군(용암리),2020-10-21 13,0,
4001450,순창군(시산리),2020-10-21 13,0,
4003420,임실군(섬진강댐),2020-10-21 13,0,
4007450,보성군(복내리),2020-10-21 13,0,
4007470,순천시(주암댐),2020-10-21 13,0,
4007472,화순군(동가리),2020-10-21 13,0,
4007474,화순군(맹리),2020-10-21 13,0,
4009460,순천시(우산리),2020-10-21 13,0,
9000140,화순군(동복댐),2020-10-21 13,0,
